,text
1048, めでたい👏
1050,  寝る
1053,  留年したってその時間で別のことを勉強できるか何もしないか、そういうもんだと思うんだ。
1057,  おっしゃる通りじゃ、
1058, いや、知らんけど
1126, な、なるほど
1128, わかr…いや分からない
1174, 「ずーしーほっきー」でおググりください
1189," https://t.co/lZrPLymEua

クソデカサービスエリア一覧あったので参考にどうぞ"
1190, 有料だけど時速120kmくらいで走らないと眠くなるレベルのクソ広くて真っ直ぐな道路とか、普通にショッピングモールのようなサービスエリアとかあるし、サービスエリア跨ぐ区間だけでも金払って乗ってみれば？
1192, そういえば、本州の高速、北海道の高速よりダントツにスペック高いから、是非名古屋周辺走るときは新東名とか新名阪通ってみるといいと思うよ
1193, おう、
1198," 普通に草w

まぁ他に人載せてあの道走るのは普通につらそう

そんな道ばかりを攻めるドライブをインターン前にする予定"
1225, 分割できるならレジでカード通してだめならレジでエラーになるし、オッケーならそれで決済出来たってなるし
1226, 騙されたと思ってこれらの要件を全部コールセンターのスタッフに伝えなさい
1227," 三井住友は使った事ないからわからん…
リボ設定外したらだめなの？"
1228," カード会社による。
全リボ設定してても分割OKのとこは分割払いにするとリボの対象から外されて、リボの額+分割額となる。

分割手数料無料とかでなければリボの額を変えたほうが楽かとは思う。事情がわからんけど"
1229, なになに？
1243, だから止めたんだよ
1244, これだよ https://t.co/rr67Ss4BMT
1276, なるほど50点
1280, どのフレームワークがいいかわからなかったのでとりあえず速度は置いといて高性能そうなdjangoならなんでもできるからええやろと思ってたけど調べたらチャットボット用バックエンドならflaskのほうが良さそう
1285, 交通費宿代全部出してもらえるインターンに1社には参加したので…
1289, 報酬5万で宿もやりくりしなきゃだめなので…なかさんもそうしてる
1291, 渋谷からいつもの南千住は遠すぎる
1300, でしょー？明日着てくぞ！
1301, まぁそうなんすよね。金をかけるべき場所がわからないみたいな
1318, 中学の時の西暦を考えろ
1319, 当時は安くはならんかったです。ディズニーリゾートラインでSuica解禁された年ですよ
1323," 家計的に貧乏らしく、その辺の考えが出来んのです。

究極の貧乏人は逆に買いだめとかして近い将来のことすら考えられなくなるんです。ってどっかに書いてた"
1359, 確か未来大の坂を登る前のt字路信号機は小糸製
1362, 北に来たw
1371, ガラホからニコ生チャレンジしてました（サウンドオンリーでカメラが上手く機能しなかったので没）
1389, 白川郷行くなら、白川郷の帰りに白山スーパー林道ってとこ通るとイイゾ。めっちゃ景色いい。ただ、その予定だと時間的に難しそうだけど
1393, なるほどその解釈もできる（ビットコインを当時の相場で4000円（≒4k）分買ったものが何故か倍の8000円（≒8k）相当まで価値が上がってた話）
1407," 主流ではないがミニストップと同様に店舗数が少ないがゆえの熱狂的ファンが割りといるコンビニ。
雰囲気的にはホットシェフのないセコマに近い感じ。パンが期限近くになると値引きされる"
1413, おう。気をつけて愉しんで😎
1414," 貧乏学生だし仕方ないね（）
ゲーセン周りはただの都道府県称号獲得のため"
1415, インターン前の2日を使って車中泊しながら東京北部発高速道路不使用、酷道299号経由で小諸市、土合駅、日光いろは坂、栃木と茨城のどっかゲーセンを回る予定です。
1418, 仕方ないね
1421, 自分で招いたことなんだからリボにして、後は支払い終わるまで金使わないことだな
1425, 計算するより、翌月までに返すことの方が重要。1ヶ月だけなら手数料はそこまで掛からない。
1426, ﾘﾎﾞ
1447, esじゃだめですか
1449, でも日光いろは坂ドライブもしてみたいので悩む
1462, フロント触るなら避けては通れないし多少はね？
1463,"　どんな用途に使うのか分からないからあれだけど、アバウトな位置情報でいいならwifiとか3Gの電波基地局から位置推定するAPI使えばいいのでは
 https://t.co/EhC3aQTUng"
1464, webpack使います
1482," これじゃない？
https://t.co/KvHvq03px0"
1483, グーグルマップ関連でなかった？
1493, なるほど
1500, なるほど
1504, え！函館いたんですか！
1509, 知ってた
1510, スタイリッシュなUI、gitとの連携、プラグインインストールが簡単。エディタの統合コンソールでエディタを開きながらコマンド実行。各種*lint補完プラグイン完備。フォントも選べるよ！
1514, vs codeを使う
1517, わかるんです！！！
1537, わかる。ツッコミ入れたくて仕方なかった
1626," ここは弘前の中三百貨店。
青森駅前にもある"
1629, え？弘前市民なのに行ったことがない？（驚き・父方の親族の墓がここにある寺並感）
1630, なかさんなかさん行って「なかさん来たw」ってツイートしてなかさん
1633, なかさん https://t.co/k2tazlo9T9
1692, MCMRって言うのはね、Miso Curry Milk Ramen の略だよ
1712, ちょっと別のページをゴニョゴニョした時にブログの設定も直さなかったから起きてるくさい。あとで直します
1747, 需要しかなさそうですもんww今度東京行ったとき買いたい！
1756," 他の方も言ってましたが、やはりそういうことなんでしょうねぇ。

一般のpixivIDを持ってない人にとっては、特になんの登録もせずに直接カードが使えるSquareはそんな購入者にとっては便利だと思うんですがねぇ…"
1833, ｳﾆｬを食べてｳﾆｬｳﾆｬ
1834, ｳﾆｬｳﾆｬｰﾝ 
1839, ｳﾆｬｰﾝ
1840, ﾆｬｰﾝ
1856, ありがとナス！
1857, あとでブログかなんかに引用していいですか？
1858, キリスト教の世界では仏なんてものはそもそも居なくてですねうんぬんかんぬん、世界史も知らない人に勧誘されたところで響かない、お祈りの時間を有効活用すべきでは？などにもキレイに返してくるのでヤバイ（途中からスマホでヘルプツイートに対する説教に変わったので多分語彙は切れてたのかも）
1860, このツイート受け取った直後に親から普通に用事で電話きたので助かりました👏
1864, トイレの方向と出口が別方向なので、何かいい方法ないですかね
1911, 就活あるはずですし（）来年なら会えそうですな
1913, 完全に入れ違いですなぁ（）残念
1916, 早いですが東京行き決まりました（確定で9月1日〜12日）
1918, なるほど（無知）
2001, 東京いました（今から帰ります）（多分また来ます、来たい、会社の金で）
2071, まぁ多分またインターンで来れるでしょう…来たい…受かれ（）
2074, 明後日まで（なお明日明後日合宿インターンでその後終電で帰るので今日しか遊べなかった）
2120, お疲れ様です！！！
2124, それが情弱ウェイはいとも簡単に引っかかる（メルカリとか某洋服通販（名前忘れた）のツケ払いで問題になったの見れば明らか
2126, ちらし
2128, なふだ
2135, ないんでいいです
2140, メトロ券でめっちゃ元取れそう
2142, デメリットはマルイというリア充♡エンターテイメント施設に入らなければならないこと
2143, それ明日（メトロ24h券使う為に乗り換えるだけ）
2146, 無理なので東京いるなら即発できるとこで作ればいいのでは。エポスカードならマルイでその場でもらえるで
2162, ウィッス
2164, イクイク
2166, 草www
2171, 知ってたかw
2186, でも首都圏民なのでは…
2201, 俺は前のスマホが結構酷かったので現状修正待ちでも満足してるけど、今のスマホで満足してる人間が買い換えるのはあまりオススメできないかもね
2202," https://t.co/WzXe89zpr5

ああ、たしかに症状に覚えあるわ。って感じのがここに羅列されてるので、参考に"
2203," 最も致命的なのは通話中にだんだん通話音声品質がどんどん落ちていって最後には相手に自分の声が聞こえなくなることかな。これは流石にふざけるなといった感じ

この辺の不具合が次回のファーム更新で直ってくれると信じる信仰心とデザインが好き過ぎて辛い気持ちがあるなら買えばいいんじゃないかな"
2204," まぁ巷で言われる
・充電中にタッチ精度が極端に落ちてキーボード入力がままならなくなる
・GPSアプリ使うとごくごくたまーに極端にレスポンス遅くなる
・暗いときにシャッタースピードが極端に遅くなって絶対ブレる

とかはフルコンボだドンなので、まぁファーム待ち（開発中らしい）って感じ"
2221, そうか、Nuans Neoが欲しいのか。そなたは正直でおじゃるな。代わりにお使いを頼まれようぞ　▶
2224," これ？
https://t.co/CMOUw3k4Yf"
2242," わーい！当たった！
JDに当てはまりそうな路線はJR東管内全域で考えてもなさそうですね"
2248, JSもあるんでしたっけ？湘南新宿ラインとかかな？
2258, 行かないです（行きたい）
2307, 残念ながら普通に男女リーマンカップルでしたね
2315, 悩みましたがモバトクで抑えてしまったので、キャンセル料+宿泊費と天秤にかけて諦めることにしました
2317, 今回は日曜日以外はかなりハードスケジュールなんですぞ
2343, 渋谷ですw
2371, 平野な上に周り海だからね、仕方ないね
2408," あと、もう一つ。
現代のウェブサイトはスマホからの利用が7-8割を占めると言われているので、パソコンでの見た目よりスマホでの見た目を優先してデザイン設計しないと駄目よ。火狐にもあったか知らないけど少なくともChromeだもモバイル表示でのプレビューに対応するから試すといいよ"
2412," 実はソースまだ見れてないんだけど、
・PageSpeeaInsightsの分析結果とアドバイスを元にCSSやJSの読み込み順序、スタイルの適用の仕方とかを見直す
・動画タグのロゴはgifに直す（スマホだと動画は自動再生されない）
・地図のサイズ見直し（EZmap使うといいよ）"
2415, えっ
2453, まーまー、気楽にいこーよー　C.V.フェネック
2461, やめなさい
2462, 死んでしまうような面接なんて捨てちまえ
2463, だめだろ？
2465, いえあ
2506, MSはクソって、はっきりわかんだね。やっぱりLinuxですよ。
2530, もしかして→拒食症
2570, あとはポイント系がおサイフケータイ対応してくれればR/Wにケータイ置きっぱなしで喋るだけですべてが終わるのに
2613, その代わりfor文とかみたいにたまに変な書き方するのもご愛嬌よね
2622, Pythonはいいぞ（少しできる程度だが一番マトモに書けるのこれしかない並感）
2650," https://t.co/QT81X3HxKqプロファイル

PANってプロファイルとしてあるのでやはりプロトコルかと

https://t.co/F6ekvkOwDL"
2652, あれ、プロトコルではないんか
2690, ｳｪﾙｶｧﾑ（久々に見かけたのでつい）
2691, 当たり前だよなぁ？
2692, でも今週末日曜日は東京滞在するものの予定開いてるのですよ！
2805, 👏👏👏👏👏
2813, 全く同じものをフロント左右2基おいてて、センタースピーカーは省いて、ウーハーだけ中古で買って4.1ch環境を実現。格安サラウンドシステムいいぞ
2816, それが僕ですので https://t.co/9sIUb7paqM
2829," 1ドライブスピーカーでいいなら
FOSTEX スピーカーボックス P800-E https://t.co/kDB9P1aaDZ

これに、お好みのドライバー（ピンきり）を積めばまぁ5000円程度でそこそこの高音質のスピーカーが作れる"
2837, スピーカー自作もありかと
2865," 圧倒的にソニー銀行。ジャパンネット銀行は正直ヤフオクの金が即金で入るのとファミマカードとキャッシュカードが一体にできるくらいしかメリットない。

ソニー銀行作るなら俺か に一報いれてね。色々あるので"
2953, バイトの飲み会としては過去最高に楽しかったです
2954, 2次会終わりだし仕方ないね
2969, それが現在イオンの手によって潰されようとしています（ダイエー系列百貨店、なお経営状況）
2977, 五稜郭は変わらず（潰れたダイエーに代わりシエスタ無印は出来た）、駅前が絶賛沈没中なのでトータルでは衰退してる
3054," ブラウザ用は存じ上げないですね…それこそフィーチャーフォン時代に使ってたおすすめのモバツイはサービス終了しましたので…

Androidの「ESエクスプローラー」というアプリからBluetooth経由でapkファイルをガラホに転送してインストールが安牌かと"
3077, それより有人レジだとあんな感じの表示でるんね（蔦屋書店はデフォがセルフレジなので有人レジで通す機会がほぼない）
3106, 今気づいたけどほんとだ、しかもQ+
3112, ankerでこれ対応のバッテリーだしてくれー
3149, 沼
3188, 普通に笑うでしょ
3225, おかげで昭和・石川民が産業クソ道路をバイパス出来るんだよなぁ
3230, 楽しい！
3273, バレるんだよなぁ
3274, 嘘なんか。だめだよ嘘ついちゃ
3276, マジかすげぇ！
3277, ごめんなさい
3280, そうだよ
3285, 悲しいな
3286, おめでとう👏👏👏
3287, いや、現実世界での話
3288, それ違法なやつじゃない？
3289, 流行りの象牙ですか
3441, ほんとこれ。クソサイトとしてグーグルに通報できる機能が欲しい
3509, 駄目です😫
3512, 何故か北海道ではまるちゃん勢力強いせいなのか同じ価格帯の日清麺職人ばかり値下げしてて辛い
3514, 麺作り味噌は味噌ラーメンカップ麺の中で一番好き。正麺より美味しい
3534, 僕まるちゃん麺作りの味噌にごはんぶっこむの好き
3536, いいこと聞いたゾ
3537," https://t.co/k4XTsqSbIN

これなんだけど、微妙に使いにくいのでアプリ自作したみある"
3538, ちなみに1年以上過ぎてましたが多分乾燥物なので大丈夫です
3617, 実際には部屋にガッチリと効くような空調がないのでそれが抑止力になってる感ある
3713, だからそのテレビがないと言ってるやろ
3729, お？お？行くか？？
3764, この錯誤感がアップルには足りないんですよ（違
3773, kitkat積んでますね https://t.co/DUETRQtWtl
3777, 3000
3808," ですかねぇ。
とりあえず、撮ったあとに必ずブレるので、多分想定されているよりも相当シャッター開放時間長くなってるんじゃないかと思います。明るいとこでもブレるので"
3841, Androidの壁紙をしたガラケーだと思われたかとw
3846, ｳｨｯｽ
3847, 金くれ
3850, 早く脱函したい
3852, これが当たり前に車でされるのが函館一治安と生保率の高い亀田港・万代地区ですよ
3876, ハァハァねぇ君のパンツ何色？
3877, あるわけないやろ〜wwww
3878, わかる
3879, 5000兆円
3882, 森鴎外
3883, うんこもりもり
3885, 僕もびっくりだよ！！！
3900, なるほど
3919, おめでとうございます！
3979, 見たきゃ見せてやるよ（大学にいるなら）
4035, (*_*)
4076, イオンモール
4134," ADSLのマンション契約は地獄だなぁ…それだと大家さんに光VDSL化してくれと嘆願するしかないかな…

pingの速度がどれくらい不安定かによってはモデム交換だけで改善の可能性あるかも"
4137, ADSLなら話は変わるけど、ケーブルテレビなら会社に問い合わせてみると色々相談乗ってくれるよ。モデム不調なのか、回線混んでるのか、契約速度上の問題なのかとか
4172, 駅看板がボロくなったのを取り替えていないのかもしれない（）
4175, それ廃駅じゃなくてただの無人駅とかない？
4177, ノリとしては僕らは新世界で旅をするみたいな感じで
4181, 任せるが、自転車はなくてもいいかなーと個人的には思ってる
4182, 夏休みてくふぁんドライブ
4190, はーい
4198, どこ集合にする？
4215, まぁカード勧誘したくて入ったわけでもないのでもちろん成績いいわけでもないので暇で暇でうちのバイト先に転職するとのことです
4222, 行くかw
4225, 某茸のバイトではスマホ設定補助アルバイトと称してカード勧誘をさせられているそうな
4297, バイトから戻ったら調べてみるかぁ
4301, 2段階認証有効にしたらロボット判定うんぬんって表示になったんですよ
4303, ツイッター、リファレンスは醜いしスパム対策はガバガバだし、エンドユーザガン無視の無通知仕様変更気まぐれでやるし本当に何したいんだ
4306, クオリティフィルタ外しても通知こないってマジ？
4309, ただ単にツイッターサーバおかしいだけでは
4312, 来てないわこれ
4329, 全てはうにゃと俺（旧アカ）から始まった
4338, 京都行きたい
4344, 元からやで（たしかマイクラの某パブリック鯖経由）
4346, ここ2ヶ月で3回は止められてますな。過去2回は不正ログインでパスワード強制リセットするまでログインできません（本当に不正ログインかどうかなんてユーザーじゃなきゃわからんのになに勝手に判断してんじゃ殺すぞ）、さっきはロボット判定されましたとかでブロックされた
4348, って付けようか。開発者と消費者無視の技術をまともに扱えないクソ企業だって
4440, +税
4453, 心の許容量が小さくなり、云々カンヌン（思い浮かばなかった）
4454, てへぺろ(*ﾉω・*)ﾃﾍ
4470, はたして本当にそうだろうかと思ってこの前とは違うの頼んだが、うん。麺がいいのにスープが普通
4498, まだ大学いる？
4546, なるほどね
4547," あの棒を刺すだけでスタンドアローンで各種大手サイトの動画が手間なく見れる、こんな素晴らしいものはないですよ

俺はプロジェクター用に使ってるけど"
4549, 火棒いいぞ
4559, まぁ個人の感想ですので、少なくとも、販売価格の倍ぐらいの価値はあると思う
4564, 俺の耳では6000円相当レベルの音質だと感じた
4570, いいｿﾞ～コレ
4582,"これで本当に3000円かよってレベル。相場だと6-7000円相当の音質。約半額。
んでもって国産イヤホンに有りがちないやみったらしいドンシャリではなく、控えめな、中音がボヤけない程度の程よい心地よい感じ。素晴らしい。俺が今使ってるゼンハイザーのFX3.0に近い感じ"
4681, やはりこのへんは魚べいが最強かな（ワオンとidだけ切られてるだけで他ほぼオールオッケー、銀聯は知らん）
4734, メッセージは送れてるけど、相手がおやすみモードか通知切ってるので通知されないよって意味よ
4801, ほへぇ…小手試しなのかな？
4806, なぁんだ（でもなに建つんだろ）
4809, おサイフケータイが使えるので実質アップルペイ
4810, うん本当に意味がわからない（）
4866, 残業しなければ大丈夫！
5165, 来月の中頃過ぎから入社したいんであれば伝えとくだけ伝えとくで
5170, 来てくれると自動的に僕も昇給されるので早く来て
5173, 114514
5241, RS-3より圧倒的珍しいということでご勘弁w
5263, 👏👏👏👏👏👏👏👏
5287, それな
5288, えぇ（困惑）
5372," その希望を抱いてたがそうなのかなぁ。遅延したとき用に38分くらい余裕あるからな気もする。

R/Wでそこまでの情報のやり取りできるシステム仕様になってるのかなぁ…nimocaだとやりかねない気もする"
5394, ハイボールが美味すぎてあれ…ってなった（語彙力）
5718, 技術無いやつは何使っても同じやしええやん。
5719, 逆になんで聞かないの？自分の好きなもの作りたくないの？聞くだけだぞ？
5721, だからjsonで書いてもいいかと聞くんだよあくしろよ
5722, 聞いてみればいいのでは
5730, ういっす
5737," おーすごい…バックエンドrubyなのかぁ
何かありましたらよろしくお願いします"
5738," 私も現在ウェブ系の勉強してますので、リアクション大歓迎ですよ！

ノー現金さんのプログラマ・SEOサイドのアカウントとか需要あると思いますよ（いつもSEO系の話面白いので是非是非）"
5739," クレヒスって大事だなぁというのを実感する瞬間ですね！

私も私事ではありますが、某社から親の名前未記入でS30貰ったときは嬉しかったです"
5891, ウィッス
5892, 80kmくらいかな。もしかしたらもっと遠くまで行くかもだけど
5921, あれで柄組み合わせて被る可能性あるのか（わいはスムースブラックとダークウッドのツートンにする予定）
5925, 寄付して
5940, おちんぎんしゅごいのぉぉぉ！（給料入ったのでMac代金払えますが、口座振込と現ナマどちらがよろしいでしょうか？）
5949, はい。
5950, 今家居ますか
6092, らしい（他人のツイート見て知った並感）
6093, これは混雑不可避
6206, 優勝（miniDP-DVI変換は持ってた）
6207," ですよねぇ〜
MBAってThunderboltってDPminiと五感あったよね？"
6316, 望みどおりめなっきーのパソコンだけダウンさせてやろうか( ◠‿◠ )
6332, 深夜急行がせたなまでに一回長距離走りたいって言うから付いていった感じ
6333, strava見てね
6334," 昨日恵山迄走ってきた&amp;来週中間&amp;今日の水泳で腕死んでしばらく自転車乗れなさそう
なのでかんべんしてくだあさい"
6336," まぁそういうブラック研究室を回避すればいいんじゃないかな（鼻ホジ

少なくとも1,2年のうちは夏休み春休みめいいっぱい休めるから、バイトでたんまり貯めた金で旅行できればよかったなぁ（部屋のガラクタの山を眺めながら）"
6337, そうだ、大学に行こう
6383, おまんこ〜（使ってどうぞ）
6416, 赤乳首いいぞ（レッツノートのホイールパッドをくるくる回しながら）
6419, うっわすげぇ
6420, トラックパッドのジェスチャーの使い勝手の良さ良い
6428, ちなみにこの橋脚跡のような両脇の何か、これ戦前に戦時下に建設された未成線戸井線の遺構です
6470, プロジェクターあるので間に合ってるので✋
6494, もはや価格破壊通り越して価格核爆発
6568," すまん明日バイトあるのでもう寝させてください
22時くはいまでにはこれそうな日に来ていただければ"
6583, そやそや
6636, 本学で宣伝活動が必要そうですw
6752, どこにいますか
6831, slack
6833, は？
6896, 明後日は旅行行ってていないっす…月曜なら午後は大丈夫かと
6897, 明日の15時くらいまでならいつでも
6898," それ俺が聞きたいし、借りたんだから返しに来いよ感isある

水木金なら11時前後にいつでも取りにいけるんだがどうだろ"
6901, 間に合うから払え
6904, 私メリー。今、部屋の前にいるの（GamePad返せコノヤロー　※ツチノコボイス）
6998, ﾔﾒﾛ…ﾔﾒﾛ…
6999, 5万切るか切らないかくらいなら考えたい
7000, メモリに難ありだけど、この世代だとそうなるよなぁ…おいくらくらい？
7038, ちなみにこんだけ食っても今日は748円なんですよ^_^
7039, え？なんだって？ https://t.co/uW1IvUp2H7
7042, (´・ω・｀)ワン
7043, やってみたらワンちゃん（もう遅い）
7044, なるほど
7045, yahooにtカード登録してなかった感じ？してたらアプリでtカード代わりに出来るから救いがあるけどだめだったか
7046, ビタミンb1だけのもあったけど、一粒辺りだとこっちのほうが成分量多いし、他のビタミンb群も入ってるからコスパいいなぁと思って
7047, そこでTモバイルカードや！（なお事前にウェブ会員登録・yahooと紐付してない場合詰む）
7072, イク
7086, 大沼ぐるぐる回って待ってるで
7087, 大沼ぐるぐる回って待ってるで
7089, 114514（大沼に抜けるから大沼なら間に合うのでは）
7092, ここ https://t.co/ZXqUtyY4pW
7106, てまーにも行けなくはないんですよねぇって言ってたので行けって言っといた
7107, 君は試しに走ってきんしゃい
7108, 金曜日バイトのシフト入れちゃってるから走れないんすよ…代わりに今から行ってこようかなと
7110," 最終型の可能性高いならなおさらこれでいい気がする安物ガジェオタなのである…
それに欲しい理由はMac環境でのウェブ系デバッグがしたいだけだから、最新のMacOSさえ走ってればこの際何でもいいのよね。まぁだからこそRatinaほしいかなと今になって思った次第"
7112, でもratinaとtypeCを求めないなら良くないか
7124, 実はまだ中身を見ていないのでわからないんですよ。ただ、フォトショとイラレ向けの物は確実に入ってるし、一応フリーの写真素材も入ってるそうです
7186, やばい
7358, めでたい👏
7405, やはり雨に濡れずしてライドは難しそうですな…中止にしますか…
7422, うーんこの
7458, 8:00スタートと仮定して、10:00城岱牧場到着、11:30しかべ間歇泉公園到着、13:00出発として南茅部辺りに15:00到着、17:00函館市内到着って感じかな。実際はもっと早いと思うけど
7462, そうだねぇ…ガチで行くならこんなのでどうでしょう https://t.co/7Ys2gqWeaN
7463, 行きましょう
7501, どこもリボの利子なんて似たようなもんやで
7503, それ規約で禁止（キャッシングするなら話は別だが、それするならリボにしといて余裕で来てからATM返済やらまとめて口振返済したほうが良いかと）
7616, うむ。しっかりアップデートしてて偉い！（ブラウザに入力すると間違いがなければ5000兆回ポップアップが出ます））
7617, 成功したけど失敗したみたいな複雑な気持ちであるw
7618, えっ…ポップアップ出た？ww
7621," &lt;script type=""text/javascript""&gt;for(var i=0;i&lt;5000000000000000;i++){alert(“君は何を言ってるんだ”);}&lt;/script&gt;"
7693, まぁ普通にブランド物のサイクルジャージ買えばそれくらい行くわな。俺だってアルペンで型落ち値引きしてた半額くらいの買って3kくらいだったし
7701, 今月末までなら安く行けるから奢るわ
7705, 行く？
7767, アニメも見よう
7787, 城岱牧場
7790, って深夜急行と話してた
7794, 外にでろ
7803, 量販店行って気に入ったのがあればそれがベスト（財布選びなんてそんなかんじなのでは？）
8064, スープ蒸発した
8181, なるほど絶対面白い
8236, それかめちゃくちゃあっさりしててむっちゃ美味いんだよなぁ
8237," 担々も好きですー！

麻辣はその、すっぱいもの苦手なのでいいかな…"
8268, 来月頭にノスタルジア化が決定しております
8355, なるほどわからん。
8357, グーグル（マップ）先生の手のひらの上で踊らされ（住宅道路の間を縫って進む道路ばかり案内され）ていたので運転辛かった
8424,  いいんじゃないかな。それをパクるのか参考にするのか、その人次第なわけで
8493, 新機種出るタイミング早いから被らない大丈夫大丈夫
8495, 安いredmiシリーズだと挿せるんやで
8665, 了解ですー
8693, 後ろ乗り前降りのIC乗車するときと同じで、乗るときに機械にかざして、降りるときに運賃箱の機械にかざして、初めて精算される感じ。
8694, もちのろん
8710, 距離が取れなかったのです
8722, 今日って帰宅何時頃になります？
8763, りょ
8764, 焼きそばで、「なかったら作りますので連絡plz」って書いてたので言っとけばいいかなーと
8766, 下宿飯要らないって伝えときましょうか？
8774, 部屋にあるかも
8783, 怠い
8800, ゆうてこっちも研修抜ければ職場にいる時間のほうが短いから車の中で曲聞いてるけど、職場内では駄目かも
8803, 客先の家にいる時間以外はオッケーかと
8804," 純粋にPC触れない（一般人）、運転免許無しかつ家から職場が遠い（本学生）という絶望的ミスマッチが起きてるだけかと。

ルーター設定なんて誰でもできるやろと思ったけどお客さん回ってわかったけどかなりのスキルがいるんだなぁと…"
8847, 上野の東京国立博物館とかどうでしょ
9017, 徹底してないというより、五稜郭のミスドは割りといつも人が引っ切り無しに入ってくるので注意しに行く暇もないから席が無い状態にならなきゃ来ないんじゃないかなと（実際自分が居たときは満席になりそうでギリギリ回避みたいなのがずっと続いてた）
9018, 特に言われなかったですね…確かに勉強禁止とは書いてましたが
9020, まずは泥端末でwifi analyzer起動して、電波の混信状況を確認し、かぶってるバンドの数等を考慮して使用帯域幅（ストリーム数）を制限。のちにアクセスポイント、ルーター、インターネット（8.8.8.8等）へそれぞれpingを飛ばして応答速度と安定性から切り分け
9180, ちなみにこれとは別に財布に15枚カードポケットがあり、コレクション・この辺にない店のカード用カードケースに40ポケット中15枚ほどあります（）
9185, サイズ感どうぞ。2枚入るページが20枚と、サイドポケットに（免許証等用と思われる覗き窓付きのポケット含む）15枚入るので、55枚か（） https://t.co/HDfEBlcsdQ
9191, 確か50枚だったはず
9392, G-SHOCKもいいぞ〜〜〜〜〜〜ーーー
9393, いえあ。いいぞ。
9394, https://t.co/FA7q1MUkJj
9484,アプリで露光時間無理やり上げたやつ https://t.co/MVzxi7hZVL
9513, 昔買ったカメラマウント、部屋か部室の何処かに眠ってるはずなんだけど無かった話。
9534, それな
9566, ヒント:丸亀の日
9599, 正しく動作すると「19回のNDK?」とポップアップ出るはずのスクリプト書いてみました(^^♪
9601," &lt;script type=""text/javascript""&gt;for(var i=0;i&lt;19;i++){alert(""19回のNDK?"");}&lt;/script&gt;"
9769, 要らないです（何故か顔本フォローしてる教授からも同じことを言われてる）
9803, 君は何を言ってるんだ（画像略）
10029, 物理法則壊れそう
10051, それ帰りが圧倒的に辛くなるだけなのでは？
10125, 流石です（左3つのうち真ん中が一番高い）
10275,  https://t.co/XWdzshIe2b
10386, おいやめろ
10390, 財布に金入ってないんじゃwwwwﾌｰｯﾊﾊﾊ!
10397, そもそもNFC決済できる店が全然ないのが問題
10398, バスカードが生きてるうちはバスカード買ってたほうが絶対得です（来年3月で終売だから買うなら今のうち）
10490,  本学は一応あるにはあるが、他の大学がないんじゃないか説（本学だってwordで履歴書作るの推奨しないし、あたかも手書きじゃなきゃ絶対ダメみたいな言い方するし、本学以外で文系大学とかなら尚更でしょ）
10698, 就職力ゥ…ですかねぇ（）
10740, （出番）ないです
10818, バレてしまった
